timestamp,symbol,side,price,quantity,confidence
2025-11-22T21:57:04.277964,BNB/USDT,buy,835.9,0.1794473023088886,0.7702981473742896
2025-11-22T22:24:25.097630,XRP/USDT,buy,1.9642,1527.3393748090825,0.8752540545521177
