timestamp,open,high,low,close,volume,rsi,atr,adx,ema_9,ema_21,bb_high,bb_low,ha_close,ha_open,htf_trend,signal
2025-11-21T03:47:59.842802,85576.7,85649.6,85557.2,85649.6,683.353,48.17265709207253,149.25144682037367,28.038086121625845,0,85655.54194264025,85755.74356954439,85512.0464304556,85608.275,85617.77063944653,-1,-1
2025-11-21T03:48:05.952628,85576.7,85649.6,85557.2,85649.6,683.353,48.17265709207253,149.25144682037367,28.038086121625845,0,85655.54194264025,85755.74356954439,85512.0464304556,85608.275,85617.77063944653,-1,-1
2025-11-21T03:48:10.920302,85576.7,85649.6,85557.2,85649.6,683.353,48.17265709207253,149.25144682037367,28.038086121625845,0,85655.54194264025,85755.74356954439,85512.0464304556,85608.275,85617.77063944653,-1,-1
2025-11-21T03:48:15.895897,85576.7,85649.6,85557.2,85649.6,683.353,48.17265709207253,149.25144682037367,28.038086121625845,0,85655.54194264025,85755.74356954439,85512.0464304556,85608.275,85617.77063944653,-1,-1
2025-11-21T03:48:20.395548,85576.7,85649.6,85557.2,85649.6,683.353,48.17265709207253,149.25144682037367,28.038086121625845,0,85655.54194264025,85755.74356954439,85512.0464304556,85608.275,85617.77063944653,-1,-1
2025-11-21T03:48:25.432037,85576.7,85649.6,85557.2,85649.6,683.353,48.17265709207253,149.25144682037367,28.038086121625845,0,85655.54194264025,85755.74356954439,85512.0464304556,85608.275,85617.77063944653,-1,-1
2025-11-21T03:48:30.405711,85576.7,85649.6,85557.2,85649.6,683.353,48.17265709207253,149.25144682037367,28.038086121625845,0,85655.54194264025,85755.74356954439,85512.0464304556,85608.275,85617.77063944653,-1,-1
2025-11-21T03:48:34.333197,85576.7,85649.6,85557.2,85649.6,683.353,48.17265709207253,149.25144682037367,28.038086121625845,0,85655.54194264025,85755.74356954439,85512.0464304556,85608.275,85617.77063944653,-1,-1
2025-11-21T03:48:39.287893,85576.7,85649.6,85557.2,85649.6,683.353,48.17265709207253,149.25144682037367,28.038086121625845,0,85655.54194264025,85755.74356954439,85512.0464304556,85608.275,85617.77063944653,-1,-1
2025-11-21T03:48:45.876057,85645.1,85645.1,85632.5,85645.1,16.435,47.92282205309027,166.16749478846106,30.142100350294275,0,85652.57646357888,85756.42694191205,85513.62305808793,85641.95000000001,85692.99890986164,-1,-1
2025-11-21T03:48:50.843855,85645.1,85645.1,85632.5,85645.1,16.435,47.92282205309027,166.16749478846106,30.142100350294275,0,85652.57646357888,85756.42694191205,85513.62305808793,85641.95000000001,85692.99890986164,-1,-1
2025-11-21T03:48:56.406518,85645.1,85645.1,85632.5,85645.1,16.435,47.92282205309027,166.16749478846106,30.142100350294275,0,85652.57646357888,85756.42694191205,85513.62305808793,85641.95000000001,85692.99890986164,-1,-1
2025-11-21T03:49:00.850460,85645.1,85645.1,85632.5,85645.1,16.435,47.92282205309027,166.16749478846106,30.142100350294275,0,85652.57646357888,85756.42694191205,85513.62305808793,85641.95000000001,85692.99890986164,-1,-1
2025-11-21T03:49:05.371537,85645.1,85645.1,85632.5,85645.1,16.435,47.92282205309027,166.16749478846106,30.142100350294275,0,85652.57646357888,85756.42694191205,85513.62305808793,85641.95000000001,85692.99890986164,-1,-1
2025-11-21T03:49:09.849090,85645.1,85645.1,85632.5,85645.1,16.435,47.92282205309027,166.16749478846106,30.142100350294275,0,85652.57646357888,85756.42694191205,85513.62305808793,85641.95000000001,85692.99890986164,-1,-1
2025-11-21T03:49:15.367722,85645.1,85645.1,85632.5,85645.1,16.435,47.92282205309027,166.16749478846106,30.142100350294275,0,85652.57646357888,85756.42694191205,85513.62305808793,85641.95000000001,85692.99890986164,-1,-1
2025-11-21T03:49:21.893096,85645.1,85645.1,85632.5,85645.1,16.435,47.92282205309027,166.16749478846106,30.142100350294275,0,85652.57646357888,85756.42694191205,85513.62305808793,85641.95000000001,85692.99890986164,-1,-1
2025-11-21T03:49:26.869995,85645.1,85645.1,85632.5,85645.1,16.435,47.92282205309027,166.16749478846106,30.142100350294275,0,85652.57646357888,85756.42694191205,85513.62305808793,85641.95000000001,85692.99890986164,-1,-1
2025-11-21T03:49:31.332749,85645.1,85645.1,85632.5,85645.1,16.435,47.92282205309027,166.16749478846106,30.142100350294275,0,85652.57646357888,85756.42694191205,85513.62305808793,85641.95000000001,85692.99890986164,-1,-1
2025-11-21T03:49:36.317341,85645.1,85645.1,85632.5,85645.1,16.435,47.92282205309027,166.16749478846106,30.142100350294275,0,85652.57646357888,85756.42694191205,85513.62305808793,85641.95000000001,85692.99890986164,-1,-1
2025-11-21T03:49:41.802465,85645.1,85645.1,85632.5,85645.1,16.435,47.92282205309027,166.16749478846106,30.142100350294275,0,85652.57646357888,85756.42694191205,85513.62305808793,85641.95000000001,85692.99890986164,-1,-1
2025-11-21T03:49:46.252968,85645.1,85645.1,85632.5,85645.1,16.435,47.92282205309027,166.16749478846106,30.142100350294275,0,85652.57646357888,85756.42694191205,85513.62305808793,85641.95000000001,85692.99890986164,-1,-1
2025-11-21T03:49:50.687484,85645.1,85645.1,85632.5,85645.1,16.435,47.92282205309027,166.16749478846106,30.142100350294275,0,85652.57646357888,85756.42694191205,85513.62305808793,85641.95000000001,85692.99890986164,-1,-1
2025-11-21T03:49:55.680384,85645.1,85645.1,85632.5,85645.1,16.435,47.92282205309027,166.16749478846106,30.142100350294275,0,85652.57646357888,85756.42694191205,85513.62305808793,85641.95000000001,85692.99890986164,-1,-1
2025-11-21T03:50:00.652574,85645.1,85645.1,85632.5,85645.1,16.435,47.92282205309027,166.16749478846106,30.142100350294275,0,85652.57646357888,85756.42694191205,85513.62305808793,85641.95000000001,85692.99890986164,-1,-1
2025-11-21T03:50:05.118800,85645.1,85645.1,85632.5,85645.1,16.435,47.92282205309027,166.16749478846106,30.142100350294275,0,85652.57646357888,85756.42694191205,85513.62305808793,85641.95000000001,85692.99890986164,-1,-1
2025-11-21T03:50:10.129597,85645.1,85645.1,85632.5,85645.1,16.435,47.92282205309027,166.16749478846106,30.142100350294275,0,85652.57646357888,85756.42694191205,85513.62305808793,85641.95000000001,85692.99890986164,-1,-1
2025-11-21T03:50:15.133973,85645.1,85645.1,85632.5,85645.1,16.435,47.92282205309027,166.16749478846106,30.142100350294275,0,85652.57646357888,85756.42694191205,85513.62305808793,85641.95000000001,85692.99890986164,-1,-1
2025-11-21T03:50:20.648348,85645.1,85645.1,85632.5,85645.1,16.435,47.92282205309027,166.16749478846106,30.142100350294275,0,85652.57646357888,85756.42694191205,85513.62305808793,85641.95000000001,85692.99890986164,-1,-1
2025-11-21T03:50:25.637880,85645.1,85645.1,85632.5,85645.1,16.435,47.92282205309027,166.16749478846106,30.142100350294275,0,85652.57646357888,85756.42694191205,85513.62305808793,85641.95000000001,85692.99890986164,-1,-1
2025-11-21T03:50:31.120024,85645.1,85645.1,85632.5,85645.1,16.435,47.92282205309027,166.16749478846106,30.142100350294275,0,85652.57646357888,85756.42694191205,85513.62305808793,85641.95000000001,85692.99890986164,-1,-1
2025-11-21T03:50:36.631957,85645.1,85645.1,85632.5,85645.1,16.435,47.92282205309027,166.16749478846106,30.142100350294275,0,85652.57646357888,85756.42694191205,85513.62305808793,85641.95000000001,85692.99890986164,-1,-1
2025-11-21T03:50:41.630519,85645.1,85645.1,85632.5,85645.1,16.435,47.92282205309027,166.16749478846106,30.142100350294275,0,85652.57646357888,85756.42694191205,85513.62305808793,85641.95000000001,85692.99890986164,-1,-1
2025-11-21T03:50:46.630011,85645.1,85645.1,85632.5,85645.1,16.435,47.92282205309027,166.16749478846106,30.142100350294275,0,85652.57646357888,85756.42694191205,85513.62305808793,85641.95000000001,85692.99890986164,-1,-1
2025-11-21T03:50:51.575500,85630.2,87000.0,85630.2,85685.1,71.819,51.387532329276375,242.83646871981873,33.53833259393134,0,85653.06075726467,85760.12580073178,85525.96419926822,85986.375,85652.06222746542,-1,0
2025-11-21T03:50:57.916626,85630.2,87000.0,85630.2,85685.1,71.819,51.387532329276375,242.83646871981873,33.53833259393134,0,85653.06075726467,85760.12580073178,85525.96419926822,85986.375,85652.06222746542,-1,0
2025-11-21T03:51:02.340975,85630.2,87000.0,85630.2,85685.1,71.819,51.387532329276375,242.83646871981873,33.53833259393134,0,85653.06075726467,85760.12580073178,85525.96419926822,85986.375,85652.06222746542,-1,0
2025-11-21T03:51:07.388439,85630.2,87000.0,85630.2,85685.1,71.819,51.387532329276375,242.83646871981873,33.53833259393134,0,85653.06075726467,85760.12580073178,85525.96419926822,85986.375,85652.06222746542,-1,0
2025-11-21T03:51:12.374590,85630.2,87000.0,85630.2,85685.1,71.819,51.387532329276375,242.83646871981873,33.53833259393134,0,85653.06075726467,85760.12580073178,85525.96419926822,85986.375,85652.06222746542,-1,0
2025-11-21T03:51:16.867747,85630.2,87000.0,85630.2,85685.1,71.819,51.387532329276375,242.83646871981873,33.53833259393134,0,85653.06075726467,85760.12580073178,85525.96419926822,85986.375,85652.06222746542,-1,0
2025-11-21T03:51:21.920527,85630.2,87000.0,85630.2,85685.1,71.819,51.387532329276375,242.83646871981873,33.53833259393134,0,85653.06075726467,85760.12580073178,85525.96419926822,85986.375,85652.06222746542,-1,0
2025-11-21T03:51:26.991014,85630.2,87000.0,85630.2,85685.1,71.819,51.387532329276375,242.83646871981873,33.53833259393134,0,85653.06075726467,85760.12580073178,85525.96419926822,85986.375,85652.06222746542,-1,0
2025-11-21T03:51:31.414847,85630.2,87000.0,85630.2,85685.1,71.819,51.387532329276375,242.83646871981873,33.53833259393134,0,85653.06075726467,85760.12580073178,85525.96419926822,85986.375,85652.06222746542,-1,0
2025-11-21T03:51:35.830870,85630.2,87000.0,85630.2,85685.1,71.819,51.387532329276375,242.83646871981873,33.53833259393134,0,85653.06075726467,85760.12580073178,85525.96419926822,85986.375,85652.06222746542,-1,0
2025-11-21T03:51:40.294276,85630.2,87000.0,85630.2,85685.1,71.819,51.387532329276375,242.83646871981873,33.53833259393134,0,85653.06075726467,85760.12580073178,85525.96419926822,85986.375,85652.06222746542,-1,0
2025-11-21T03:51:45.250337,85630.2,87000.0,85630.2,85685.1,71.819,51.387532329276375,242.83646871981873,33.53833259393134,0,85653.06075726467,85760.12580073178,85525.96419926822,85986.375,85652.06222746542,-1,0
2025-11-21T03:51:50.218793,85630.2,87000.0,85630.2,85685.1,71.819,51.387532329276375,242.83646871981873,33.53833259393134,0,85653.06075726467,85760.12580073178,85525.96419926822,85986.375,85652.06222746542,-1,0
2025-11-21T03:51:55.177405,85630.2,87000.0,85630.2,85685.1,71.819,51.387532329276375,242.83646871981873,33.53833259393134,0,85653.06075726467,85760.12580073178,85525.96419926822,85986.375,85652.06222746542,-1,0
2025-11-21T03:52:00.179337,85630.2,87000.0,85630.2,85685.1,71.819,51.387532329276375,242.83646871981873,33.53833259393134,0,85653.06075726467,85760.12580073178,85525.96419926822,85986.375,85652.06222746542,-1,0
2025-11-21T03:52:05.149877,85630.2,87000.0,85630.2,85685.1,71.819,51.387532329276375,242.83646871981873,33.53833259393134,0,85653.06075726467,85760.12580073178,85525.96419926822,85986.375,85652.06222746542,-1,0
2025-11-21T03:52:10.680119,85630.2,87000.0,85630.2,85685.1,71.819,51.387532329276375,242.83646871981873,33.53833259393134,0,85653.06075726467,85760.12580073178,85525.96419926822,85986.375,85652.06222746542,-1,0
2025-11-21T03:52:15.120654,85630.2,87000.0,85630.2,85685.1,71.819,51.387532329276375,242.83646871981873,33.53833259393134,0,85653.06075726467,85760.12580073178,85525.96419926822,85986.375,85652.06222746542,-1,0
2025-11-21T03:52:19.583315,85630.2,87000.0,85630.2,85685.1,71.819,51.387532329276375,242.83646871981873,33.53833259393134,0,85653.06075726467,85760.12580073178,85525.96419926822,85986.375,85652.06222746542,-1,0
2025-11-21T03:52:25.081387,85630.2,87000.0,85630.2,85685.1,71.819,51.387532329276375,242.83646871981873,33.53833259393134,0,85653.06075726467,85760.12580073178,85525.96419926822,85986.375,85652.06222746542,-1,0
2025-11-21T03:52:30.579536,85630.2,87000.0,85630.2,85685.1,71.819,51.387532329276375,242.83646871981873,33.53833259393134,0,85653.06075726467,85760.12580073178,85525.96419926822,85986.375,85652.06222746542,-1,0
2025-11-21T03:52:35.110726,85630.2,87000.0,85630.2,85685.1,71.819,51.387532329276375,242.83646871981873,33.53833259393134,0,85653.06075726467,85760.12580073178,85525.96419926822,85986.375,85652.06222746542,-1,0
2025-11-21T03:52:39.628228,85630.2,87000.0,85630.2,85685.1,71.819,51.387532329276375,242.83646871981873,33.53833259393134,0,85653.06075726467,85760.12580073178,85525.96419926822,85986.375,85652.06222746542,-1,0
2025-11-21T03:52:44.622782,85630.2,87000.0,85630.2,85685.1,71.819,51.387532329276375,242.83646871981873,33.53833259393134,0,85653.06075726467,85760.12580073178,85525.96419926822,85986.375,85652.06222746542,-1,0
2025-11-21T03:52:49.594134,85630.2,87000.0,85630.2,85685.1,71.819,51.387532329276375,242.83646871981873,33.53833259393134,0,85653.06075726467,85760.12580073178,85525.96419926822,85986.375,85652.06222746542,-1,0
2025-11-21T03:52:54.563026,85632.2,85636.3,85599.6,85599.6,1182.812,44.86772499359415,216.8078589285978,38.832784775559375,0,85646.73294710698,85726.17533450555,85545.68466549444,85616.925,85739.95930686635,-1,-1
